,Vehicle Class,Coverage,Renew Offer Type,Employment Status,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value,Gender,Location Code,Policy Duration (Months)
2674,Two-Door Car,Basic,Offer4,Employed,Single,Bachelor,1,64.0,165.570243,68041.0,2497.808174,M,Urban,47
4921,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,2,83.0,527.421579,44817.0,9886.656416,F,Suburban,89
514,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,2,92.0,237.946822,85689.0,33451.7935,F,Urban,8
1665,Luxury SUV,Basic,Offer1,Employed,Divorced,Bachelor,8,186.0,892.8,22697.0,14318.44839,M,Suburban,39
2838,Four-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,1,65.0,312.0,24744.0,2514.282096,M,Suburban,0
1955,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,69.0,331.2,94648.0,2744.519593,M,Suburban,64
3329,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,5,72.0,37.28874,70717.0,5807.994569,F,Rural,89
391,SUV,Basic,Offer1,Employed,Married,College,4,105.0,339.017729,67128.0,8406.763319,F,Urban,90
4756,SUV,Extended,Offer3,Employed,Single,Bachelor,4,138.0,272.217171,45259.0,10477.67631,M,Rural,27
365,SUV,Basic,Offer1,Employed,Single,High School or Below,2,118.0,647.954067,36301.0,32306.28587,F,Suburban,85
5071,Four-Door Car,Basic,Offer1,Employed,Married,College,8,68.0,63.127223,39604.0,5357.260833,M,Rural,21
2156,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,9,71.0,208.048487,68654.0,5642.747998,F,Urban,21
5378,Sports Car,Extended,Offer1,Employed,Married,Bachelor,2,129.0,441.138769,69161.0,15487.44072,M,Urban,50
395,SUV,Extended,Offer1,Employed,Married,College,8,123.0,221.048602,36225.0,9767.936882,M,Rural,84
687,SUV,Basic,Offer2,Employed,Married,Bachelor,7,110.0,528.0,57107.0,8707.619537,F,Suburban,84
4549,SUV,Basic,Offer2,Employed,Married,College,3,109.0,523.2,87544.0,8685.91529,M,Suburban,92
4637,Four-Door Car,Extended,Offer1,Employed,Married,College,1,97.0,424.077159,21880.0,3837.451863,M,Urban,37
82,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,3,70.0,416.2618,31972.0,5580.916514,F,Suburban,89
4493,Four-Door Car,Basic,Offer1,Medical Leave,Married,College,5,73.0,106.814987,18892.0,5575.198201,F,Rural,76
289,Two-Door Car,Extended,Offer2,Employed,Married,College,1,94.0,451.2,94903.0,3808.122147,F,Suburban,38
2506,SUV,Basic,Offer2,Employed,Single,Doctor,1,103.0,494.4,23599.0,3971.345097,M,Suburban,46
816,Four-Door Car,Basic,Offer1,Medical Leave,Married,Bachelor,3,66.0,316.8,18505.0,4479.494223,M,Suburban,51
209,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,69.0,69.004181,66037.0,8209.924674,M,Rural,83
1536,Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,64.0,307.2,55843.0,7690.159642,F,Suburban,80
841,SUV,Basic,Offer4,Employed,Married,Master,1,116.0,443.637243,80358.0,4698.88415,F,Urban,2
4399,Two-Door Car,Extended,Offer2,Employed,Married,Doctor,5,87.0,310.160362,77235.0,7035.763363,M,Urban,68
4958,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,6,71.0,340.8,77646.0,5723.535705,F,Suburban,29
4425,Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,2,80.0,384.0,62421.0,9536.338382,F,Suburban,50
3882,SUV,Extended,Offer1,Employed,Married,Bachelor,1,134.0,557.184015,38521.0,5293.368089,F,Urban,71
1653,SUV,Basic,Offer3,Employed,Single,High School or Below,2,111.0,532.8,84311.0,13117.52215,F,Suburban,98
1116,Sports Car,Premium,Offer4,Employed,Married,High School or Below,1,143.0,545.999699,77563.0,5821.684337,M,Urban,58
5231,Four-Door Car,Basic,Offer4,Employed,Married,College,3,62.0,297.6,51523.0,5007.672425,M,Suburban,0
2240,Four-Door Car,Basic,Offer4,Employed,Married,College,3,61.0,255.982609,80604.0,4882.493829,F,Urban,86
399,Four-Door Car,Basic,Offer1,Medical Leave,Single,Bachelor,1,69.0,331.2,29735.0,2453.570794,M,Suburban,92
2338,Four-Door Car,Basic,Offer3,Employed,Single,College,8,72.0,186.191931,54834.0,5647.145809,F,Urban,13
5165,Two-Door Car,Extended,Offer4,Employed,Single,Master,1,85.0,314.246507,74918.0,3360.44356,M,Urban,74
5570,Four-Door Car,Premium,Offer4,Employed,Married,College,1,107.0,220.644418,34080.0,4126.61326,M,Rural,48
3541,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,1,65.0,312.0,27839.0,2363.295991,F,Suburban,54
3316,Four-Door Car,Basic,Offer3,Employed,Single,College,4,61.0,292.8,26277.0,4720.608872,F,Suburban,30
553,Two-Door Car,Basic,Offer1,Medical Leave,Married,Bachelor,6,61.0,142.459804,23554.0,4808.957973,F,Rural,17
22,Four-Door Car,Basic,Offer4,Employed,Married,College,1,64.0,423.787608,22538.0,2554.033928,F,Suburban,67
942,Four-Door Car,Basic,Offer4,Employed,Divorced,College,2,69.0,331.2,40589.0,8159.136579,F,Suburban,68
3594,Sports Car,Basic,Offer2,Employed,Married,Doctor,3,110.0,159.239518,61246.0,8828.380695,M,Rural,21
1760,Two-Door Car,Extended,Offer1,Medical Leave,Divorced,High School or Below,2,97.0,44.730323,27339.0,10626.80746,F,Rural,37
3551,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,77.0,369.6,65083.0,3059.282091,M,Suburban,68
4891,Four-Door Car,Extended,Offer3,Employed,Single,Bachelor,2,92.0,441.6,22955.0,27069.49674,F,Suburban,23
1152,SUV,Basic,Offer1,Employed,Single,High School or Below,2,103.0,604.289428,24851.0,32069.87526,F,Suburban,99
3526,Two-Door Car,Basic,Offer4,Medical Leave,Married,High School or Below,2,70.0,336.0,20978.0,13569.24071,M,Suburban,20
1542,Two-Door Car,Extended,Offer4,Employed,Married,Bachelor,3,92.0,621.617047,21835.0,7123.082388,M,Suburban,83
5505,Four-Door Car,Basic,Offer2,Employed,Married,College,1,62.0,297.6,65176.0,2471.145145,M,Suburban,32
5055,Two-Door Car,Basic,Offer4,Employed,Single,College,1,71.0,195.153339,20592.0,2605.599527,M,Urban,81
5661,Luxury SUV,Basic,Offer3,Employed,Married,College,1,187.0,897.6,43406.0,7457.344801,F,Suburban,49
1785,Four-Door Car,Basic,Offer1,Retired,Divorced,Bachelor,1,63.0,302.4,25905.0,2300.691547,M,Suburban,12
48,Two-Door Car,Extended,Offer2,Employed,Divorced,Master,1,86.0,287.5426,42526.0,3417.204953,F,Urban,71
5137,SUV,Basic,Offer2,Employed,Married,College,5,101.0,565.508572,63357.0,8005.964669,M,Suburban,42
2992,Sports Car,Extended,Offer1,Employed,Married,College,2,132.0,154.749492,82554.0,42389.00791,M,Rural,15
2183,Two-Door Car,Basic,Offer3,Employed,Married,College,5,73.0,207.828024,28919.0,5761.11121,M,Urban,76
1396,Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,4,88.0,128.292466,46298.0,6503.219978,M,Rural,82
2775,SUV,Basic,Offer1,Retired,Married,Bachelor,2,106.0,508.8,22828.0,16473.16905,M,Suburban,54
4768,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,73.0,350.4,54105.0,17435.68167,F,Suburban,15
2446,Four-Door Car,Basic,Offer2,Employed,Single,College,1,65.0,187.683707,79452.0,2551.314013,M,Urban,75
2963,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4,69.0,593.654484,47611.0,5484.588155,M,Suburban,65
1507,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,62.0,79.893853,44485.0,7505.768149,F,Rural,74
5534,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,7,62.0,297.6,29560.0,4935.189986,M,Suburban,89
3301,SUV,Basic,Offer1,Employed,Married,High School or Below,3,104.0,499.2,36881.0,8267.119555,M,Suburban,25
4665,Luxury Car,Extended,Offer4,Employed,Married,Master,6,223.0,1070.4,68568.0,18089.79629,F,Suburban,28
1499,SUV,Basic,Offer1,Disabled,Married,High School or Below,2,113.0,542.4,18495.0,26197.41498,F,Suburban,15
1293,SUV,Premium,Offer1,Employed,Divorced,College,6,158.0,618.288849,64195.0,11971.97765,F,Urban,27
1109,Four-Door Car,Extended,Offer1,Employed,Single,Bachelor,1,82.0,336.892624,46655.0,3157.551595,M,Urban,20
2589,Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,1,64.0,307.2,49136.0,2496.167004,M,Suburban,95
4885,Four-Door Car,Extended,Offer2,Employed,Single,High School or Below,7,90.0,432.0,94550.0,7233.540011,F,Suburban,93
1451,Two-Door Car,Basic,Offer1,Employed,Single,College,2,65.0,189.971267,86481.0,23295.06014,F,Urban,69
3815,SUV,Extended,Offer1,Employed,Divorced,College,1,121.0,580.8,48938.0,4756.913057,F,Suburban,20
70,Four-Door Car,Basic,Offer2,Employed,Married,College,2,64.0,268.471802,64801.0,7582.113842,M,Urban,19
729,SUV,Basic,Offer1,Employed,Married,College,9,111.0,603.819794,26320.0,8826.611996,F,Suburban,92
238,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,74.0,60.090984,97736.0,8954.840118,F,Rural,22
5025,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,96.0,157.440069,70146.0,3839.143697,F,Rural,65
3656,SUV,Basic,Offer2,Employed,Divorced,Doctor,3,107.0,220.018279,92374.0,8639.49502,F,Rural,9
4037,Four-Door Car,Extended,Offer2,Employed,Divorced,Bachelor,4,86.0,433.426544,81957.0,6876.309925,M,Suburban,76
1158,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,8,64.0,307.2,91603.0,5024.029643,F,Suburban,37
3418,Four-Door Car,Basic,Offer4,Employed,Married,College,1,67.0,236.842746,38166.0,2602.24525,M,Urban,5
1463,SUV,Basic,Offer3,Employed,Married,High School or Below,2,104.0,366.978793,42148.0,16504.96173,M,Urban,29
3499,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,74.0,355.2,37803.0,2914.955295,F,Suburban,51
5623,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,2,70.0,142.567008,40001.0,8286.964421,F,Rural,7
5328,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,9,67.0,321.6,33832.0,5297.673655,F,Suburban,47
3085,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,1,88.0,614.675906,56168.0,3570.760509,F,Suburban,20
3729,Four-Door Car,Premium,Offer1,Disabled,Married,Bachelor,1,113.0,831.625979,16701.0,4293.997319,M,Suburban,26
4660,Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,66.0,373.881547,54000.0,2644.684556,M,Suburban,45
931,SUV,Premium,Offer3,Employed,Married,College,5,176.0,444.470676,77094.0,13976.51925,M,Urban,29
3438,Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,3,66.0,202.961374,32630.0,5230.092742,M,Urban,40
101,Four-Door Car,Premium,Offer1,Medical Leave,Married,Bachelor,5,119.0,571.2,18643.0,9320.240511,F,Suburban,41
2000,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,6,71.0,340.8,76522.0,5705.547071,F,Suburban,71
1388,SUV,Extended,Offer1,Employed,Married,Bachelor,4,139.0,253.183568,68158.0,10978.78028,M,Rural,87
133,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,99.0,707.303416,24204.0,3864.776795,M,Suburban,41
1184,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,70.0,455.337179,82875.0,2824.681217,F,Suburban,20
4690,Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,3,72.0,345.6,44833.0,5688.20499,F,Suburban,59
3174,Two-Door Car,Basic,Offer4,Disabled,Married,Bachelor,2,61.0,292.8,25612.0,6943.555989,F,Suburban,52
3491,Four-Door Car,Extended,Offer2,Employed,Married,Doctor,1,78.0,126.857228,31841.0,3102.998522,M,Rural,11
1202,Four-Door Car,Basic,Offer4,Employed,Married,Master,1,69.0,282.153792,66030.0,2778.323903,F,Urban,19
2879,Sports Car,Basic,Offer1,Employed,Married,College,2,105.0,122.302824,85789.0,12332.51669,M,Rural,54
292,SUV,Basic,Offer1,Disabled,Married,High School or Below,8,112.0,806.4,16994.0,8783.165364,F,Suburban,12
5092,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,63.0,203.226649,90043.0,7681.551777,M,Urban,21
2360,Four-Door Car,Basic,Offer2,Employed,Married,College,5,61.0,407.450118,97984.0,4880.339614,M,Suburban,36
496,Sports Car,Basic,Offer3,Employed,Married,High School or Below,1,113.0,681.505066,59556.0,4540.381153,M,Suburban,86
1352,SUV,Extended,Offer1,Retired,Single,Bachelor,1,123.0,590.4,23904.0,4334.064096,F,Suburban,67
2428,Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,1,82.0,393.6,24695.0,3207.468733,M,Suburban,88
160,Two-Door Car,Basic,Offer1,Employed,Married,High School or Below,4,74.0,98.198664,48278.0,5932.560456,F,Rural,7
2614,Sports Car,Extended,Offer1,Employed,Married,High School or Below,1,139.0,336.612234,98917.0,5657.685223,M,Rural,21
4294,Two-Door Car,Basic,Offer1,Employed,Married,High School or Below,5,63.0,257.923563,30503.0,4897.979559,F,Urban,57
5341,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,62.0,406.902001,51085.0,2452.491364,F,Suburban,58
1392,Four-Door Car,Extended,Offer3,Employed,Married,High School or Below,8,80.0,481.823284,55037.0,6446.706674,F,Suburban,88
84,Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,1,66.0,316.8,41990.0,2626.279436,M,Suburban,19
3767,Two-Door Car,Basic,Offer4,Employed,Married,College,1,66.0,316.8,45525.0,2671.295549,F,Suburban,41
1250,Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,8,74.0,355.2,40964.0,5824.817366,M,Suburban,57
1051,Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,67.0,104.123179,89771.0,2688.860687,M,Rural,9
5259,Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,2,62.0,297.6,69674.0,7536.070851,F,Suburban,18
1625,Two-Door Car,Premium,Offer1,Employed,Single,Bachelor,2,118.0,715.252366,88854.0,14042.103,M,Suburban,50
2024,Two-Door Car,Basic,Offer1,Employed,Single,College,1,62.0,110.556062,45949.0,2404.459452,M,Rural,70
2979,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,1,86.0,324.348688,55910.0,3438.949322,F,Urban,3
4513,Four-Door Car,Extended,Offer2,Employed,Single,High School or Below,2,90.0,28.649762,30786.0,10442.43404,F,Rural,5
5445,Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,67.0,407.887715,57335.0,13367.86562,F,Suburban,18
1719,Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,1,70.0,336.0,55005.0,2808.078361,F,Suburban,39
4957,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,67.0,314.143133,85483.0,8096.312478,M,Urban,15
213,Sports Car,Basic,Offer1,Employed,Married,High School or Below,1,119.0,603.110961,92324.0,4758.470236,M,Suburban,46
1919,Four-Door Car,Basic,Offer2,Employed,Married,College,1,73.0,186.292275,23893.0,2902.622439,F,Urban,21
314,SUV,Basic,Offer2,Employed,Married,Bachelor,1,112.0,163.9498,75453.0,4439.677708,M,Rural,90
652,Two-Door Car,Basic,Offer3,Employed,Married,Doctor,3,73.0,350.4,77521.0,5918.066128,F,Suburban,66
4521,Four-Door Car,Extended,Offer2,Employed,Married,Master,1,81.0,126.509441,72330.0,3242.043926,F,Rural,50
3874,SUV,Basic,Offer1,Employed,Married,Bachelor,1,106.0,290.580543,42837.0,4170.572119,M,Urban,39
4267,SUV,Extended,Offer1,Employed,Married,College,5,129.0,619.2,52693.0,10248.89802,M,Suburban,0
5274,SUV,Premium,Offer1,Medical Leave,Married,Bachelor,5,188.0,902.4,24378.0,13897.38856,M,Suburban,34
5179,SUV,Extended,Offer2,Employed,Married,High School or Below,2,137.0,863.413385,84306.0,27440.61101,M,Suburban,37
4210,Sports Car,Basic,Offer2,Employed,Married,College,3,100.0,480.0,62291.0,7901.697919,M,Suburban,53
1872,Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,5,70.0,104.977375,66844.0,5375.821564,M,Rural,80
778,SUV,Extended,Offer1,Disabled,Married,High School or Below,2,123.0,770.746666,17157.0,14267.93156,F,Suburban,15
4889,Four-Door Car,Basic,Offer2,Medical Leave,Married,High School or Below,2,65.0,312.0,26239.0,7451.479991,F,Suburban,39
1933,Four-Door Car,Premium,Offer1,Employed,Single,College,2,111.0,1072.532443,30763.0,12948.39854,M,Suburban,19
3699,Two-Door Car,Basic,Offer3,Employed,Married,College,2,64.0,302.586407,49937.0,7597.910661,F,Urban,45
4831,Four-Door Car,Premium,Offer2,Employed,Married,College,8,106.0,60.227339,40994.0,8378.357502,M,Rural,94
810,Four-Door Car,Basic,Offer2,Employed,Divorced,Bachelor,3,66.0,137.086695,77167.0,5279.198664,F,Rural,99
2640,Four-Door Car,Basic,Offer3,Employed,Married,College,3,67.0,334.892437,69050.0,5375.842787,F,Suburban,38
5004,Two-Door Car,Basic,Offer1,Medical Leave,Married,Bachelor,3,72.0,345.6,29120.0,5556.91458,M,Suburban,77
3832,Four-Door Car,Basic,Offer1,Employed,Single,College,5,67.0,67.648392,97742.0,5367.089817,F,Rural,57
1130,Four-Door Car,Premium,Offer2,Employed,Married,High School or Below,5,112.0,322.046658,76700.0,9113.694323,F,Urban,60
5281,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,73.0,350.4,73847.0,2935.988346,F,Suburban,51
1008,Luxury Car,Basic,Offer3,Employed,Married,Bachelor,3,187.0,293.948632,70619.0,15016.18511,F,Rural,84
2608,Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,72.0,326.242099,62579.0,2885.328202,F,Urban,53
1436,Two-Door Car,Basic,Offer1,Employed,Single,College,1,71.0,266.52482,88009.0,2798.679988,M,Urban,21
2286,Four-Door Car,Basic,Offer3,Employed,Married,College,1,67.0,318.660896,97719.0,2721.589169,F,Urban,82
4292,SUV,Basic,Offer1,Employed,Married,Master,4,106.0,406.634615,99652.0,8566.423522,F,Urban,80
1836,Four-Door Car,Basic,Offer3,Employed,Married,College,2,62.0,297.6,41440.0,14808.05624,F,Suburban,80
3142,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,61.0,30.448249,46621.0,7232.609391,M,Rural,31
1581,SUV,Premium,Offer1,Employed,Married,Bachelor,1,173.0,830.4,65337.0,6897.505859,F,Suburban,22
4610,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,7,72.0,320.777404,26225.0,5674.381244,F,Urban,25
798,Four-Door Car,Basic,Offer3,Employed,Divorced,Master,3,63.0,135.382194,93018.0,5090.781344,F,Rural,90
202,Four-Door Car,Premium,Offer3,Disabled,Married,College,2,102.0,500.254235,29879.0,11727.77648,F,Suburban,0
45,Four-Door Car,Premium,Offer2,Employed,Married,College,1,103.0,616.005527,25221.0,3818.468252,M,Suburban,41
716,Four-Door Car,Extended,Offer2,Employed,Married,College,2,86.0,114.02307,80028.0,17292.93538,M,Rural,37
2413,Luxury Car,Extended,Offer4,Disabled,Single,Master,3,207.0,1008.569798,19132.0,15063.50118,M,Suburban,15
5275,Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,79.0,202.514015,93405.0,3193.817363,F,Urban,78
1883,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,78.0,343.340301,75264.0,9388.162927,F,Urban,92
1915,Sports Car,Basic,Offer1,Employed,Divorced,Bachelor,2,118.0,566.4,67588.0,14166.20344,M,Suburban,58
1435,SUV,Premium,Offer4,Employed,Married,College,3,196.0,940.8,81119.0,15785.29692,F,Suburban,67
2054,Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,1,92.0,37.299865,73205.0,3712.430479,M,Rural,18
165,Four-Door Car,Basic,Offer1,Employed,Married,Master,3,68.0,326.4,56005.0,5479.555081,M,Suburban,30
1371,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,6,67.0,321.6,25134.0,5318.89664,F,Suburban,0
3256,Four-Door Car,Premium,Offer3,Employed,Married,Bachelor,9,105.0,380.560266,84091.0,8408.308374,M,Urban,48
5173,Sports Car,Extended,Offer2,Employed,Single,College,1,127.0,609.6,21685.0,4858.116042,F,Suburban,70
1098,SUV,Extended,Offer3,Employed,Married,Master,2,130.0,487.736171,32370.0,15641.25856,F,Urban,84
3989,Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,1,107.0,513.6,86860.0,4297.018104,M,Suburban,29
5427,SUV,Premium,Offer1,Medical Leave,Divorced,College,1,185.0,888.0,24417.0,7142.54905,F,Suburban,25
4848,Four-Door Car,Basic,Offer4,Employed,Married,College,1,73.0,400.294003,30752.0,2925.726685,F,Suburban,37
384,Two-Door Car,Extended,Offer1,Employed,Single,High School or Below,1,85.0,612.0,37138.0,3347.028677,F,Suburban,13
4833,Sports Car,Basic,Offer1,Employed,Married,High School or Below,2,103.0,162.662641,73716.0,24636.96719,M,Rural,91
5041,SUV,Basic,Offer2,Medical Leave,Married,High School or Below,3,108.0,518.4,19189.0,8281.740124,F,Suburban,9
4245,Luxury SUV,Extended,Offer2,Employed,Married,Master,1,216.0,95.693949,68516.0,8712.157741,F,Rural,0
4579,SUV,Extended,Offer1,Employed,Married,High School or Below,1,121.0,580.8,31447.0,4868.807554,F,Suburban,16
512,Sports Car,Basic,Offer2,Employed,Married,Bachelor,2,109.0,94.731199,81197.0,21923.12272,M,Rural,42
728,Two-Door Car,Basic,Offer2,Employed,Married,College,2,71.0,340.8,53944.0,8583.854913,M,Suburban,20
701,Luxury Car,Basic,Offer2,Employed,Divorced,Bachelor,1,189.0,1360.8,53310.0,7082.830426,M,Suburban,33
63,SUV,Basic,Offer1,Disabled,Married,College,2,100.0,480.0,21102.0,11714.78278,M,Suburban,81
1912,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,64.0,308.240792,29250.0,2545.518369,M,Suburban,30
658,SUV,Basic,Offer1,Employed,Married,High School or Below,2,102.0,207.320041,63209.0,20314.9976,F,Rural,28
4520,Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,1,65.0,312.0,49304.0,2570.235172,F,Suburban,48
290,Four-Door Car,Basic,Offer3,Employed,Divorced,College,5,71.0,17.484679,50097.0,5531.723723,M,Rural,81
2529,Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,9,73.0,350.4,25472.0,5800.171881,F,Suburban,86
2989,Luxury Car,Basic,Offer3,Employed,Married,College,1,181.0,124.447153,83926.0,7334.517166,F,Rural,88
3039,Four-Door Car,Basic,Offer1,Employed,Divorced,Master,3,74.0,392.6364,81139.0,5946.670679,M,Suburban,69
3506,SUV,Premium,Offer1,Employed,Married,Bachelor,2,140.0,65.022258,59414.0,16589.71237,M,Rural,56
4572,Two-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,74.0,355.2,52198.0,2952.360309,M,Suburban,62
2604,SUV,Premium,Offer1,Employed,Married,Bachelor,8,144.0,422.78411,27362.0,11447.5071,F,Urban,28
3412,SUV,Premium,Offer1,Employed,Married,College,3,170.0,592.85751,39017.0,13306.18451,F,Urban,4
4087,Four-Door Car,Extended,Offer3,Employed,Married,Master,3,96.0,41.122303,41275.0,7752.933281,F,Rural,16
5291,SUV,Basic,Offer3,Employed,Married,College,9,104.0,96.431061,64367.0,8317.302513,F,Rural,14
1406,Four-Door Car,Basic,Offer4,Employed,Married,Master,1,66.0,206.818326,41958.0,2602.650842,M,Urban,49
2481,Four-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,3,85.0,95.338505,74422.0,6770.306834,M,Rural,3
3399,Four-Door Car,Basic,Offer4,Medical Leave,Married,College,3,71.0,340.8,21594.0,5206.761563,M,Suburban,23
1865,SUV,Basic,Offer1,Employed,Married,College,2,114.0,547.2,25285.0,35900.07644,M,Suburban,84
2494,SUV,Extended,Offer1,Employed,Married,College,1,131.0,934.656068,33554.0,5237.477743,F,Suburban,36
166,Sports Car,Basic,Offer1,Employed,Divorced,Bachelor,5,113.0,695.136477,97745.0,9043.678095,F,Suburban,64
1120,SUV,Basic,Offer1,Employed,Married,Bachelor,2,108.0,463.000336,72845.0,13158.37206,F,Urban,28
5392,SUV,Basic,Offer1,Employed,Married,College,1,104.0,445.29049,32114.0,4128.091334,F,Urban,50
5273,Sports Car,Extended,Offer2,Employed,Single,Master,6,124.0,595.2,25629.0,9624.524417,F,Suburban,70
5189,Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,2,79.0,125.194389,22254.0,21903.91364,F,Rural,75
5541,SUV,Extended,Offer4,Employed,Married,High School or Below,1,129.0,546.046853,47824.0,4873.350518,M,Urban,56
3398,Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,4,92.0,4.216231,62338.0,7326.544855,M,Rural,61
4096,Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,66.0,316.8,34644.0,7832.569008,M,Suburban,36
4295,SUV,Premium,Offer2,Employed,Married,Master,2,158.0,51.902587,99772.0,19231.77266,F,Rural,38
1520,Four-Door Car,Basic,Offer2,Employed,Married,College,2,70.0,224.904234,22784.0,19338.5293,F,Urban,68
3942,SUV,Basic,Offer1,Employed,Married,Bachelor,2,108.0,518.4,21442.0,25360.10404,M,Suburban,83
2190,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,6,84.0,293.227028,70328.0,6746.434272,F,Urban,32
1917,Two-Door Car,Basic,Offer1,Disabled,Married,Bachelor,3,70.0,336.0,22555.0,5407.745153,F,Suburban,62
1764,Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,67.0,321.6,65636.0,8013.895125,M,Suburban,72
5282,Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,98.0,470.4,84229.0,3934.712712,M,Suburban,20
4903,Four-Door Car,Basic,Offer1,Employed,Married,College,2,64.0,295.04969,44186.0,7474.605769,M,Urban,96
4202,SUV,Basic,Offer2,Employed,Single,College,1,114.0,754.358929,99316.0,4574.524094,F,Suburban,53
1683,SUV,Basic,Offer1,Retired,Divorced,Bachelor,2,115.0,828.0,14973.0,12168.74492,M,Suburban,75
1936,Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,65.0,312.0,49675.0,2589.43003,F,Suburban,54
5467,Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,92.0,662.4,32314.0,3677.784051,M,Suburban,80
884,Four-Door Car,Basic,Offer1,Employed,Married,College,5,64.0,140.165035,30110.0,5106.111827,F,Rural,4
1128,SUV,Basic,Offer3,Employed,Married,Master,2,113.0,52.336233,63401.0,27643.23508,F,Rural,15
1795,Two-Door Car,Extended,Offer2,Disabled,Married,High School or Below,9,92.0,441.6,27604.0,6969.880958,F,Suburban,45
3781,Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,1,87.0,316.35678,22853.0,3362.414442,M,Urban,89
2934,Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,64.0,81.377259,96961.0,7743.918426,F,Rural,99
2116,Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,72.0,345.6,50332.0,2860.864563,M,Suburban,11
723,Four-Door Car,Extended,Offer2,Retired,Divorced,Bachelor,1,78.0,374.4,23376.0,2867.312197,F,Suburban,18
2014,SUV,Basic,Offer2,Employed,Married,High School or Below,1,113.0,542.4,83297.0,4591.625938,F,Suburban,28
4751,Two-Door Car,Basic,Offer2,Employed,Married,College,1,72.0,430.518791,37124.0,2832.513487,M,Suburban,17
